cardid,ارزش,پرداخت,جنسیت,مالکیت منزل,درآمد,سن,گوشت,مرغ,پیتزا,همبرگر,چیپس,کنسرو,نوشابه,دلستر,آب معدنی,ماهی,کباب
98023,26.364600,"CARD","F","YES",20200,20,"F","F","F","F","F","T","F","F","F","T","F"
32669,49.804200,"CASH","M","YES",15600,46,"T","F","F","F","F","T","F","F","F","F","F"
61255,49.566600,"CASH","F","NO",28300,31,"F","F","T","F","F","F","F","T","T","F","T"
101414,26.828000,"CARD","F","NO",19000,38,"F","F","F","F","F","F","F","T","F","F","F"
24686,38.277500,"CARD","F","NO",27800,28,"F","F","T","F","F","F","T","T","F","T","T"
37114,48.039600,"CASH","M","NO",16200,37,"F","F","F","T","F","T","T","F","F","T","T"
94790,39.701200,"CARD","M","NO",19800,31,"F","F","F","F","T","F","F","F","F","T","F"
105007,44.682500,"CARD","F","NO",28300,45,"F","F","T","F","F","F","F","T","F","F","T"
38645,47.209900,"CASH","F","YES",21900,20,"T","F","F","F","T","F","T","T","F","T","T"
37567,41.777800,"CARD","M","NO",26400,46,"F","T","T","F","F","T","F","F","F","F","F"
62993,36.089500,"CARD","F","YES",27800,45,"F","F","T","F","F","F","F","F","F","F","F"
12547,32.307300,"CARD","M","YES",16800,35,"F","F","F","T","T","T","T","F","F","F","F"
106654,47.956400,"CHEQUE","M","YES",19000,44,"F","F","F","F","F","T","F","F","T","F","F"
59389,39.568700,"CARD","F","NO",14500,29,"F","F","F","T","F","F","F","F","F","F","F"
104327,26.223000,"CHEQUE","F","NO",28000,45,"F","F","F","T","F","F","F","T","F","F","F"
87250,39.022800,"CARD","F","YES",11700,43,"F","T","F","F","F","F","F","F","F","F","F"
27371,38.743300,"CHEQUE","F","NO",26400,25,"F","F","F","F","F","T","F","F","F","T","F"
91545,12.351900,"CARD","M","YES",22800,45,"F","F","T","F","F","F","F","F","F","F","F"
71276,36.338800,"CARD","F","NO",10300,45,"F","F","F","T","F","T","T","F","F","F","F"
109551,40.611400,"CASH","M","YES",23500,35,"F","F","F","F","F","F","T","T","F","F","F"
50961,24.028400,"CASH","F","YES",16600,16,"F","F","F","F","F","F","T","F","F","F","F"
72979,21.360700,"CHEQUE","M","YES",23200,18,"F","F","F","F","F","T","F","F","T","F","T"
50104,25.603000,"CASH","M","NO",13800,23,"T","F","F","F","F","F","T","F","F","T","F"
13893,24.804300,"CARD","F","YES",17200,19,"F","T","F","T","T","T","F","F","F","T","F"
12800,25.738800,"CARD","F","YES",23000,49,"T","F","F","F","F","F","F","F","F","F","F"
89460,33.419100,"CASH","M","YES",15300,16,"T","F","F","T","F","T","T","F","F","F","T"
63779,45.901900,"CHEQUE","F","NO",11300,48,"F","F","F","F","F","F","F","F","T","F","F"
29483,29.114700,"CHEQUE","M","YES",25400,16,"T","F","F","F","F","F","F","F","F","F","F"
83127,41.290500,"CHEQUE","M","NO",21100,21,"T","F","F","F","F","F","F","F","F","T","F"
96371,40.223800,"CASH","M","YES",21100,37,"F","F","T","F","F","F","F","F","F","F","F"
66886,10.684200,"CASH","M","YES",25100,41,"T","F","T","F","T","F","F","F","F","F","F"
66940,43.961200,"CARD","F","NO",22100,35,"F","F","F","F","F","F","F","T","T","T","T"
36191,46.427500,"CHEQUE","F","NO",11400,24,"T","F","T","F","F","T","T","F","F","T","F"
29625,18.386300,"CASH","M","YES",20300,43,"F","F","F","F","F","F","F","F","F","F","F"
93393,35.456600,"CASH","M","NO",27100,37,"T","T","F","F","F","F","T","F","F","F","F"
60890,44.631800,"CARD","M","NO",15800,28,"F","T","F","T","F","T","T","F","T","T","T"
18464,20.938900,"CARD","M","YES",24300,22,"F","F","F","T","F","F","F","F","F","F","F"
75130,39.149300,"CHEQUE","F","YES",10500,33,"T","F","F","F","F","F","T","F","F","F","F"
64281,17.718000,"CARD","M","NO",11000,47,"T","F","T","T","F","T","T","T","F","T","F"
84937,24.807600,"CHEQUE","F","NO",25500,43,"T","F","F","F","F","F","T","F","F","F","F"
58388,18.770300,"CHEQUE","M","NO",23800,39,"F","F","F","F","T","F","T","F","T","F","F"
106314,24.103600,"CASH","F","NO",10800,37,"F","F","F","T","T","F","F","F","F","F","F"
34529,43.195300,"CARD","F","NO",19800,18,"T","F","F","F","T","F","F","F","F","T","T"
56220,12.615500,"CARD","F","YES",12500,28,"F","T","F","F","T","F","F","F","F","F","F"
49085,26.193700,"CARD","M","NO",29400,25,"F","F","F","F","F","F","F","T","F","T","T"
84497,38.291900,"CARD","F","YES",23000,31,"F","F","F","F","T","F","F","T","F","F","T"
90165,10.855000,"CHEQUE","F","YES",10700,24,"F","F","F","T","F","F","F","F","F","F","F"
98626,27.505000,"CHEQUE","F","YES",24800,42,"F","F","T","T","F","F","F","F","F","T","T"
96289,16.135900,"CARD","M","NO",13900,47,"T","F","F","T","F","T","T","F","F","F","F"
78598,48.657300,"CASH","M","NO",28100,30,"F","F","F","F","F","F","F","T","F","F","T"
37571,18.064200,"CASH","M","NO",20700,38,"F","T","F","T","F","F","F","T","T","F","F"
42689,12.203800,"CARD","F","NO",20000,40,"T","F","F","F","F","F","F","F","F","F","T"
102421,19.227600,"CASH","M","YES",14700,25,"F","F","F","F","T","F","F","F","T","T","F"
75792,31.201700,"CASH","M","NO",27000,50,"F","F","F","F","F","F","F","T","F","F","F"
71604,18.172100,"CARD","M","YES",25600,49,"F","F","T","F","F","F","T","F","F","T","F"
102348,14.920600,"CARD","M","YES",24300,36,"F","F","F","F","F","F","F","F","F","F","F"
28233,40.810900,"CASH","F","YES",29900,50,"T","F","F","F","F","F","T","T","F","T","T"
72902,46.544900,"CASH","F","YES",25300,16,"F","F","T","F","F","F","F","T","T","F","T"
102703,40.043200,"CARD","M","YES",30000,32,"T","T","F","F","T","F","F","F","T","F","F"
50645,31.698800,"CHEQUE","F","YES",30000,45,"F","T","F","F","F","T","F","F","F","F","F"
40282,33.520700,"CASH","F","YES",20500,42,"F","F","T","F","F","T","F","T","F","F","T"
94015,48.199900,"CHEQUE","F","NO",20500,24,"T","F","F","F","F","F","F","T","F","T","T"
98696,31.195800,"CASH","M","YES",13800,39,"F","F","F","F","F","F","F","T","F","F","T"
43401,29.440600,"CASH","M","NO",11600,24,"T","F","F","T","F","T","T","F","F","T","F"
106585,23.647300,"CASH","M","NO",21000,50,"F","F","F","T","T","F","T","F","F","F","F"
106792,37.477000,"CASH","M","NO",18800,45,"F","F","F","F","F","F","F","F","F","F","F"
34702,26.376300,"CARD","M","YES",29100,25,"T","F","F","F","F","F","F","F","F","T","F"
19999,17.160600,"CARD","F","NO",23600,44,"T","F","F","T","F","T","F","F","F","T","F"
76145,27.554800,"CARD","F","NO",29800,27,"F","T","F","F","T","F","F","F","F","F","F"
84033,43.420000,"CASH","F","YES",16600,31,"F","T","F","T","F","F","F","T","F","F","F"
50142,17.787800,"CARD","M","YES",24500,23,"F","F","F","F","F","F","F","T","F","F","F"
96474,44.513900,"CHEQUE","F","YES",24900,40,"F","F","F","F","F","F","F","F","F","F","F"
101699,15.118600,"CARD","M","YES",27800,35,"F","F","T","F","T","T","F","F","F","F","F"
23380,36.490300,"CHEQUE","M","NO",23200,43,"F","F","F","F","F","F","F","F","F","T","F"
63368,42.406600,"CARD","M","NO",13000,38,"T","F","F","T","F","T","T","F","F","F","F"
32392,16.158400,"CARD","M","NO",27600,22,"T","F","F","F","F","F","F","F","F","T","F"
79577,41.251400,"CARD","F","YES",22600,38,"F","T","F","F","F","F","F","T","F","F","F"
30558,16.585100,"CARD","F","YES",23800,34,"F","F","F","F","F","F","F","F","F","T","F"
103166,25.592200,"CASH","F","NO",25900,33,"F","T","T","F","F","F","F","T","F","F","F"
64053,31.179500,"CHEQUE","F","NO",27200,36,"F","F","F","F","F","F","F","T","F","F","F"
28081,26.112400,"CARD","M","NO",15400,16,"T","T","F","F","T","F","T","F","F","T","T"
106044,36.133700,"CARD","M","NO",14500,29,"T","F","F","T","F","T","T","T","F","T","F"
11241,33.890100,"CHEQUE","M","NO",13500,22,"T","T","F","T","F","T","T","F","F","T","F"
11966,22.187700,"CARD","M","NO",10400,16,"T","F","T","F","F","F","F","F","F","T","T"
15835,24.364200,"CASH","F","YES",17100,41,"F","F","F","F","F","F","F","F","F","T","F"
107714,22.196900,"CARD","F","YES",20200,21,"T","T","T","F","T","F","F","F","T","F","F"
29095,46.709600,"CHEQUE","M","NO",15900,42,"F","F","F","T","F","T","T","T","F","F","F"
98635,33.948100,"CASH","F","YES",26700,22,"F","T","F","F","F","F","F","T","F","F","T"
20849,44.982500,"CASH","F","NO",30000,30,"F","F","T","T","F","F","F","T","T","T","T"
87703,27.708700,"CASH","M","NO",27200,20,"T","F","F","F","T","F","F","F","F","T","T"
54981,49.220500,"CASH","M","YES",24800,17,"F","F","F","T","T","F","F","T","F","F","F"
51818,16.652800,"CARD","M","NO",26300,34,"T","F","F","F","F","F","F","F","F","F","F"
15650,48.755900,"CARD","M","YES",22300,28,"F","F","F","F","F","F","F","F","F","T","F"
56097,46.718800,"CASH","F","YES",23400,25,"F","F","F","F","F","F","F","T","F","F","T"
54172,10.402300,"CHEQUE","F","YES",19800,46,"F","T","F","F","F","F","T","F","F","T","F"
103749,34.750600,"CARD","F","YES",21000,21,"F","F","T","F","F","F","F","F","F","T","F"
98409,32.600600,"CASH","F","NO",24900,35,"F","F","F","F","F","F","F","T","F","F","T"
57762,26.796700,"CASH","M","YES",20700,36,"T","F","F","F","T","F","F","F","F","F","F"
82901,39.834300,"CASH","F","NO",22600,33,"F","F","F","F","F","F","F","T","F","F","T"
88972,31.854600,"CASH","M","NO",19200,22,"T","F","F","F","F","F","F","T","F","T","F"
73383,13.975500,"CARD","M","NO",18000,31,"F","F","F","F","T","F","F","F","F","F","F"
42163,44.998100,"CASH","M","NO",29300,29,"T","F","F","F","F","F","F","F","F","F","F"
41841,18.281500,"CASH","M","NO",21500,40,"T","T","T","T","F","F","F","F","T","F","T"
39077,20.574600,"CARD","M","NO",28200,34,"F","T","F","F","T","F","F","F","F","F","F"
70014,17.493400,"CARD","M","NO",28700,25,"F","F","F","T","F","F","F","T","F","F","F"
78428,12.379400,"CARD","F","YES",13900,38,"F","F","F","F","F","T","F","F","T","F","F"
23784,25.755100,"CASH","F","YES",18500,20,"F","F","T","F","F","F","F","F","F","F","F"
26291,14.089600,"CARD","F","YES",17100,49,"F","T","F","F","F","F","F","T","T","F","F"
88549,37.592700,"CARD","M","NO",22600,20,"T","F","F","F","F","T","F","F","T","T","F"
90911,30.520700,"CASH","F","NO",17100,16,"T","T","F","F","F","T","F","F","F","F","F"
17470,19.075600,"CASH","F","NO",26900,42,"F","F","F","F","F","T","T","F","F","T","T"
94531,32.765300,"CASH","M","YES",27800,41,"F","T","F","F","T","T","F","F","F","F","F"
90462,10.072600,"CASH","M","NO",10300,36,"F","T","F","T","F","T","T","T","F","F","F"
108003,12.510500,"CARD","F","NO",29400,34,"F","F","F","T","F","F","F","T","F","T","F"
87953,16.209900,"CARD","M","YES",22500,22,"F","F","F","F","T","T","F","F","F","T","F"
36863,39.470100,"CARD","F","YES",25500,34,"F","F","T","F","F","F","F","T","F","F","T"
28138,40.945700,"CASH","F","YES",12200,32,"F","F","F","F","F","F","F","F","F","T","F"
69965,38.787400,"CARD","M","NO",22300,21,"T","F","T","F","F","F","T","F","F","T","F"
100047,24.195500,"CHEQUE","F","NO",27000,23,"T","F","F","T","F","F","F","F","F","T","F"
13325,41.280500,"CARD","F","NO",20500,48,"F","F","F","F","F","F","F","T","F","T","T"
17747,33.860100,"CARD","M","YES",19900,37,"F","F","F","F","F","F","F","F","F","T","F"
61618,34.474400,"CHEQUE","F","YES",15600,49,"F","F","F","T","F","F","F","F","F","F","T"
97148,49.347200,"CARD","F","NO",23500,34,"F","F","F","T","F","F","T","T","T","F","T"
28977,37.265600,"CARD","M","NO",11300,33,"F","T","F","T","T","T","T","F","T","F","F"
37784,49.063100,"CARD","M","YES",17400,41,"F","F","F","F","T","F","F","F","F","F","F"
29107,32.386300,"CASH","F","NO",15500,21,"F","F","F","F","T","T","F","F","F","F","F"
63979,39.100000,"CARD","M","YES",20400,17,"F","F","F","F","T","F","T","F","T","F","F"
106290,33.048700,"CHEQUE","M","YES",17000,35,"F","F","T","F","F","F","F","F","F","F","F"
90562,29.008700,"CASH","M","YES",24300,24,"F","F","F","T","T","F","F","F","F","T","F"
99457,38.200700,"CARD","F","NO",11700,16,"T","T","F","T","F","F","F","F","F","T","F"
25097,20.010200,"CASH","M","NO",21900,40,"F","F","F","T","T","T","F","F","T","F","F"
70359,35.113800,"CHEQUE","F","YES",14400,46,"T","F","F","F","F","F","F","F","F","T","F"
87450,48.205300,"CARD","F","YES",17900,38,"F","F","F","F","F","T","F","F","F","T","F"
23682,29.718300,"CHEQUE","M","YES",16800,48,"F","F","F","T","F","T","T","T","F","F","F"
66551,43.867900,"CASH","M","NO",22000,30,"F","F","T","F","F","F","F","F","F","T","F"
49225,13.821800,"CARD","F","YES",16300,43,"F","F","F","F","F","F","F","F","F","F","F"
13518,16.379400,"CARD","F","YES",25400,50,"F","F","F","F","F","F","F","F","F","F","F"
69802,43.542300,"CASH","F","YES",11000,33,"F","F","F","T","F","F","T","F","F","F","F"
77419,29.739800,"CARD","M","YES",16700,36,"F","F","F","T","F","T","T","F","F","F","T"
59590,27.982600,"CARD","M","YES",16200,26,"F","F","T","T","F","T","T","F","T","F","F"
108832,27.860300,"CHEQUE","F","NO",15200,37,"F","F","F","F","F","F","F","F","F","T","F"
60688,37.107500,"CASH","M","NO",24400,38,"F","F","F","F","F","F","F","F","F","F","F"
79001,38.551600,"CARD","F","YES",20600,24,"F","F","F","F","F","F","F","T","F","T","T"
26396,22.765100,"CARD","M","YES",27100,47,"F","F","F","T","F","F","F","F","F","F","F"
91986,35.161900,"CASH","F","YES",19800,26,"F","T","F","T","F","F","F","F","F","F","F"
36040,37.303200,"CASH","M","NO",28100,26,"F","F","F","F","F","T","F","T","T","F","F"
107876,21.893300,"CHEQUE","M","NO",17600,44,"F","F","F","F","F","F","T","T","F","T","F"
71832,35.877700,"CARD","F","NO",13300,43,"F","F","F","F","T","F","F","F","F","T","F"
66618,30.501000,"CASH","F","NO",15300,50,"T","T","F","T","T","F","F","F","F","F","F"
52128,13.685200,"CARD","M","YES",29000,29,"F","F","F","T","F","T","F","F","F","F","F"
17201,37.774600,"CARD","M","NO",26100,16,"T","F","F","T","F","F","F","T","F","T","F"
32646,26.531000,"CHEQUE","M","YES",15100,40,"T","F","F","T","F","T","T","F","F","T","T"
15109,13.535600,"CARD","M","YES",19500,49,"F","F","F","F","F","T","F","F","F","F","F"
16055,40.541500,"CASH","M","YES",29300,38,"F","F","F","F","F","F","F","F","F","T","F"
61789,14.352500,"CASH","M","NO",25100,37,"F","F","F","T","F","F","T","F","F","T","F"
10236,42.057200,"CASH","F","YES",17700,44,"F","F","F","F","F","T","T","F","F","F","F"
39081,47.580700,"CHEQUE","M","YES",10600,18,"F","T","T","T","T","T","T","T","T","F","F"
60820,32.980200,"CASH","F","NO",12300,20,"F","F","F","T","F","F","F","F","F","F","F"
55625,44.862600,"CARD","F","NO",27400,38,"T","T","F","F","T","F","F","T","T","F","T"
14630,19.578800,"CASH","M","NO",15200,31,"F","F","F","T","F","T","T","F","F","F","F"
89106,46.662000,"CHEQUE","F","YES",28900,32,"F","T","F","F","T","F","F","T","F","F","T"
52359,26.205200,"CHEQUE","F","NO",10300,16,"T","F","F","F","F","T","F","T","F","T","F"
85472,14.503100,"CARD","F","YES",20800,48,"F","F","T","F","F","F","F","F","F","T","T"
14368,34.917800,"CHEQUE","F","NO",22800,31,"F","F","F","F","T","F","F","T","F","F","T"
31921,34.426400,"CHEQUE","M","YES",11600,32,"T","F","F","F","F","F","F","T","F","F","F"
10150,41.135400,"CARD","F","NO",10700,36,"T","F","F","F","F","F","F","F","T","F","F"
59352,49.421200,"CASH","F","YES",21300,24,"F","F","F","F","F","F","F","T","F","T","T"
10614,19.042500,"CASH","M","NO",25900,25,"F","F","F","F","F","F","F","F","T","F","F"
58566,37.664300,"CASH","M","NO",18700,46,"F","T","F","F","F","F","F","F","T","F","F"
95655,25.580500,"CASH","F","NO",13500,42,"F","F","F","T","F","T","F","F","T","T","F"
10451,15.017400,"CHEQUE","M","NO",12500,19,"F","F","F","T","F","T","T","F","F","F","T"
28597,19.205100,"CARD","M","YES",16400,18,"F","F","F","T","T","T","T","F","F","F","F"
13903,29.164700,"CASH","F","NO",17800,32,"T","T","T","T","T","F","F","F","T","F","F"
69774,25.447600,"CASH","M","YES",15900,45,"F","F","F","T","F","T","T","T","T","F","F"
33697,21.979000,"CASH","M","YES",19700,25,"F","F","F","F","T","F","F","T","F","F","T"
101784,33.038100,"CASH","M","NO",20200,39,"F","F","F","T","T","F","F","F","F","F","F"
60073,11.656000,"CARD","M","YES",22600,34,"F","F","F","F","F","F","F","T","F","T","F"
35979,27.747000,"CARD","M","NO",19000,35,"F","F","F","F","F","F","F","F","F","T","F"
99046,23.645700,"CASH","M","NO",29200,49,"F","F","F","F","F","F","T","F","T","F","F"
40579,49.542000,"CASH","F","YES",24600,45,"F","F","F","F","F","F","F","T","F","F","T"
48893,28.328300,"CHEQUE","F","YES",10600,49,"F","F","F","F","F","F","F","F","F","F","T"
109048,42.579700,"CARD","M","NO",24700,49,"T","F","F","T","F","F","T","T","F","T","F"
25256,39.693300,"CARD","M","NO",21600,40,"F","T","T","F","F","T","F","F","F","F","T"
30504,27.503400,"CHEQUE","F","NO",19600,37,"F","T","F","F","F","F","F","F","F","T","F"
33167,24.218500,"CASH","F","NO",28600,21,"F","F","F","F","F","T","T","F","F","F","F"
43228,40.092200,"CASH","M","NO",28600,44,"T","F","F","F","F","F","F","F","F","F","F"
104011,19.589100,"CARD","F","NO",19100,42,"F","F","F","F","F","F","F","T","T","F","F"
52451,49.056000,"CHEQUE","M","NO",22800,47,"F","T","T","F","F","F","F","T","F","F","F"
75274,32.288100,"CARD","M","NO",20400,23,"T","F","F","T","F","F","F","F","T","T","F"
19193,22.349600,"CARD","M","NO",28700,21,"F","F","F","F","F","F","F","T","T","F","T"
32408,38.570600,"CASH","F","YES",12400,32,"F","F","F","F","F","F","T","F","F","F","F"
96333,27.558600,"CARD","M","NO",29600,26,"F","F","F","T","F","F","F","F","F","F","F"
99410,41.135700,"CASH","F","NO",13000,40,"F","F","T","F","F","F","F","F","F","F","F"
58343,13.366200,"CARD","M","YES",20700,44,"F","F","T","F","F","F","F","F","F","F","T"
12938,49.483600,"CHEQUE","F","NO",12600,27,"F","F","F","T","F","T","F","F","T","F","F"
52903,38.638100,"CASH","M","YES",24100,32,"F","F","F","F","F","F","F","F","F","F","F"
20844,24.392700,"CASH","F","YES",13600,45,"F","F","F","F","T","F","F","F","F","F","F"
84605,17.849400,"CHEQUE","F","YES",17300,48,"T","F","F","F","F","F","F","F","F","F","F"
83340,27.135800,"CASH","F","YES",12500,44,"F","F","F","F","F","F","T","T","T","F","F"
34605,45.770000,"CARD","F","YES",22000,49,"F","F","F","T","T","F","F","T","T","F","T"
106494,46.581200,"CARD","F","YES",18700,44,"T","F","F","F","F","F","T","T","F","F","F"
99624,20.933400,"CHEQUE","F","NO",24400,36,"T","F","F","F","F","F","F","T","T","F","F"
47923,26.039000,"CARD","M","YES",24000,38,"F","F","T","T","F","F","T","F","T","F","F"
71607,23.497800,"CASH","F","NO",25300,23,"T","F","T","F","F","F","F","F","F","T","T"
103485,23.634300,"CASH","M","YES",25200,20,"F","F","F","F","F","F","T","F","F","F","F"
27890,22.241600,"CARD","M","YES",23900,26,"F","T","F","F","F","T","F","F","F","F","F"
81851,13.983700,"CARD","F","NO",17600,19,"T","F","T","F","F","F","F","F","F","T","T"
36364,19.725600,"CARD","F","YES",17600,48,"F","F","F","F","T","F","F","F","F","T","F"
36951,12.953100,"CHEQUE","F","YES",11700,32,"F","F","F","F","F","F","T","F","F","F","T"
106004,31.912600,"CASH","M","YES",26200,27,"F","F","F","F","F","F","F","T","T","F","F"
40949,10.117000,"CASH","M","YES",16000,39,"T","F","T","T","T","T","T","F","F","F","F"
35904,38.060800,"CHEQUE","F","NO",28400,20,"T","F","T","T","F","F","F","T","T","T","T"
106489,14.077700,"CARD","F","YES",16100,41,"F","F","F","F","F","F","F","F","F","F","F"
80578,30.686700,"CARD","F","YES",10800,40,"F","F","F","F","F","F","T","F","F","F","T"
109504,32.844100,"CARD","M","YES",27400,21,"F","T","T","F","F","F","F","F","F","F","T"
28528,40.711300,"CHEQUE","F","YES",27600,45,"F","F","F","F","T","F","F","T","F","F","T"
70664,36.827600,"CASH","M","NO",22600,47,"F","F","F","F","F","F","F","F","F","F","F"
65088,11.940600,"CHEQUE","M","NO",27000,19,"T","T","F","F","F","F","F","F","F","T","T"
90147,18.833800,"CASH","M","YES",27800,30,"F","F","T","F","F","F","F","F","F","F","F"
28498,34.230200,"CHEQUE","F","NO",12400,38,"F","F","F","F","F","F","F","T","F","F","F"
79890,37.433500,"CHEQUE","F","NO",18100,50,"F","F","T","F","F","F","F","F","F","T","F"
42927,25.637500,"CARD","F","YES",14600,24,"F","F","F","F","F","F","F","F","F","F","F"
91913,42.892800,"CASH","M","NO",13200,45,"F","F","F","F","F","F","T","F","T","F","F"
32083,11.441800,"CHEQUE","M","NO",18800,42,"F","T","T","F","T","F","F","F","F","F","F"
100918,18.490000,"CASH","M","YES",13900,27,"F","F","F","T","T","T","T","F","F","F","F"
89406,13.218500,"CASH","F","YES",16500,37,"T","F","F","F","F","F","T","F","F","F","F"
23037,46.015700,"CASH","F","YES",15700,45,"T","F","F","T","F","F","F","F","T","F","F"
103462,40.338400,"CASH","F","YES",24500,26,"T","F","F","F","F","F","T","T","F","F","T"
89559,24.381300,"CHEQUE","F","NO",15400,16,"T","T","F","F","T","F","F","F","F","T","F"
55629,49.601800,"CASH","M","YES",27100,27,"F","F","F","F","F","F","F","F","F","T","F"
72986,25.976700,"CARD","F","YES",22200,36,"F","F","F","F","F","F","T","F","F","F","F"
19209,46.367000,"CARD","M","YES",16900,21,"T","T","F","T","F","T","T","F","F","F","F"
64752,18.847300,"CASH","F","NO",14100,38,"F","F","T","T","F","F","T","F","F","F","F"
35519,30.237100,"CARD","M","YES",21400,32,"F","F","F","F","F","T","F","F","F","F","F"
103168,12.267800,"CARD","F","YES",15900,22,"T","F","F","T","F","F","T","T","T","F","T"
46071,18.120700,"CASH","F","NO",25100,32,"T","F","F","F","F","F","F","F","T","T","F"
109132,30.288100,"CASH","F","YES",15100,38,"F","T","F","F","F","F","F","F","T","F","F"
47343,48.955400,"CARD","F","YES",28300,41,"F","T","F","F","F","T","F","T","F","F","T"
47441,13.542800,"CARD","F","YES",21600,36,"F","T","F","F","F","T","F","F","F","F","T"
93891,36.595400,"CARD","F","NO",13900,20,"T","F","F","F","F","F","F","F","F","T","F"
13747,12.337400,"CARD","F","NO",18700,38,"F","F","F","F","F","F","T","F","F","F","F"
89041,25.085000,"CHEQUE","M","NO",15900,25,"F","F","F","T","F","T","T","F","F","F","F"
55295,32.652900,"CARD","F","NO",12400,47,"T","F","T","F","T","T","F","F","F","F","F"
47489,23.023600,"CARD","M","YES",18400,41,"F","F","F","F","F","F","F","T","F","F","T"
59580,40.878100,"CASH","M","YES",14200,50,"T","F","T","T","F","T","T","F","F","F","F"
98836,38.602600,"CASH","F","YES",24900,29,"F","F","F","T","F","F","F","T","F","T","T"
92227,42.533200,"CASH","F","NO",22600,29,"T","F","F","T","F","F","F","T","F","F","T"
34297,14.974400,"CARD","F","NO",22600,32,"F","F","F","F","F","F","F","F","F","F","F"
25774,38.771000,"CASH","F","YES",26700,48,"F","T","F","T","T","F","F","T","T","T","T"
101031,47.520600,"CARD","M","YES",15100,16,"F","F","F","T","F","T","T","F","F","F","F"
14890,31.899700,"CHEQUE","M","YES",18700,29,"F","T","F","F","F","F","F","F","F","F","F"
63420,22.758800,"CHEQUE","M","NO",19500,21,"T","F","T","F","F","T","F","F","F","T","F"
103325,46.227900,"CARD","F","NO",17100,49,"F","F","F","F","F","T","F","F","F","F","F"
72849,20.774300,"CARD","M","NO",19100,47,"T","F","F","F","T","F","T","F","F","F","F"
10987,37.707500,"CASH","F","YES",29300,21,"T","F","T","F","F","F","F","T","F","F","T"
31083,45.614600,"CASH","F","NO",20700,26,"T","T","F","T","F","F","F","T","T","T","T"
50258,43.088500,"CASH","F","YES",19100,25,"F","T","F","F","F","F","F","F","F","F","F"
70206,15.322000,"CHEQUE","M","YES",18000,33,"T","F","F","T","F","F","F","F","F","F","F"
19519,12.408300,"CARD","M","YES",23300,31,"F","F","T","F","F","T","T","F","F","F","T"
14658,46.804800,"CARD","F","YES",24700,36,"F","F","F","F","T","F","F","T","F","T","T"
85860,30.411600,"CASH","F","YES",18400,17,"F","T","T","F","T","F","F","F","F","F","T"
50087,40.925500,"CARD","F","NO",17300,45,"F","F","F","F","F","F","F","T","F","F","F"
96078,10.461200,"CASH","M","NO",16500,37,"T","F","F","T","F","T","T","F","F","F","T"
82096,44.539100,"CASH","M","NO",10500,23,"T","F","F","T","F","T","T","F","F","T","T"
41996,28.347200,"CARD","F","YES",23900,48,"F","F","T","F","F","F","F","F","F","F","T"
57207,39.162700,"CHEQUE","M","YES",29700,48,"F","F","T","F","F","F","F","T","F","F","T"
105816,22.647300,"CARD","F","NO",13900,37,"T","F","T","T","F","F","F","F","F","F","F"
94231,27.260900,"CASH","M","YES",11600,28,"F","F","F","F","T","T","F","F","F","F","T"
80869,10.045400,"CARD","F","YES",29400,29,"F","F","F","F","T","F","F","T","F","F","F"
51939,43.241900,"CARD","M","YES",11500,47,"F","F","F","T","F","T","T","T","F","F","F"
89484,40.655200,"CARD","M","NO",28600,47,"F","F","F","T","F","F","T","F","F","F","F"
99292,39.899000,"CARD","F","NO",19800,23,"T","T","F","F","F","F","F","F","T","T","F"
77232,28.794100,"CHEQUE","M","NO",19600,22,"T","F","T","F","F","F","F","F","F","T","F"
79535,37.048000,"CARD","F","NO",18400,50,"F","F","F","F","T","F","F","F","F","F","F"
10944,45.327800,"CARD","M","NO",10500,46,"F","T","T","T","F","T","T","F","F","F","F"
42524,14.298900,"CHEQUE","F","NO",25700,22,"T","T","T","F","F","F","F","F","T","T","F"
90360,15.137200,"CASH","F","NO",16000,47,"F","F","F","F","T","T","T","F","F","F","F"
79446,18.245100,"CASH","M","YES",17000,17,"F","F","F","F","F","F","F","F","F","F","F"
40090,41.485100,"CHEQUE","F","YES",13200,25,"F","F","F","T","F","T","F","F","F","F","F"
83003,49.249800,"CHEQUE","F","YES",17100,47,"F","F","F","F","F","F","F","F","T","F","F"
12694,15.863400,"CASH","F","NO",22100,40,"T","F","F","F","F","F","F","F","F","F","T"
79632,12.536200,"CARD","M","NO",13000,43,"F","F","F","T","F","T","T","F","F","F","F"
95354,35.397300,"CHEQUE","M","NO",13300,35,"F","T","F","T","T","T","T","F","T","T","F"
108596,39.330000,"CARD","M","NO",27600,44,"F","F","F","F","T","F","T","F","F","F","F"
44594,46.674600,"CASH","F","YES",23400,50,"F","F","F","F","F","F","F","T","F","F","T"
24534,37.738600,"CARD","F","YES",17000,22,"T","F","F","F","F","F","F","F","T","F","T"
27462,39.747900,"CASH","F","YES",22300,39,"F","F","F","F","F","F","T","F","T","F","F"
108153,20.580400,"CASH","F","NO",23500,32,"F","F","F","F","F","F","F","F","T","F","T"
93974,46.510500,"CASH","M","NO",13200,33,"F","T","F","T","F","F","F","F","T","F","F"
39042,49.832100,"CASH","F","NO",24200,46,"F","F","F","F","T","F","F","T","F","F","T"
108718,15.620600,"CASH","M","YES",21600,18,"F","F","F","F","F","F","T","F","F","T","F"
